Bokaro|Bermo|Armo|Bermo|689 hectares
Godda|Boarijor|Rajabhita|Rajabhitha|814147
Godda|Boarijor|Rajapokhar|Devipur|814147
Godda|Boarijor|Rajapokhar Jagir|Devipur|814147
Godda|Boarijor|Rajbandh|Daldali Gopal Pur|814165
Godda|Boarijor|Ramkol|Daldali Gopal Pur|814165
Godda|Boarijor|Rangamatia|Nimakala|814165
Godda|Boarijor|Ranidih|Dakaita|814165
Godda|Boarijor|Ratanpur|Devipur|814147
Godda|Boarijor|Raydih|Lilatari 1|N/A
Godda|Boarijor|Rohari Naryanpur|Lilatari 1|814147
Godda|Boarijor|Rohra|Devipur|814147
Godda|Boarijor|Sabejora|Dakaita|814165
Godda|Boarijor|Saharpur|Dhodha|814165
Godda|Boarijor|Sakrikita Rampur|Jamu Jharna|N/A
Godda|Boarijor|Salem Tok|Bara Amarpur|N/A
Godda|Boarijor|Saraumi|Lohandiya Bajar|N/A
Godda|Boarijor|Satbera|Bara Amarpur|N/A
Godda|Boarijor|Seharo Chak|Baghmara|N/A
Godda|Boarijor|Shamapokhar|Lilatari 2|814165
Godda|Boarijor|Shampur|Rajabhitha|814147
Godda|Boarijor|Sijua|Devipur|814147
Godda|Boarijor|Sijuakol|Daldali Gopal Pur|814160
Godda|Boarijor|Siripur Bazar|Bara Sripur|814147
Godda|Boarijor|Suarmari|Nimakala|814165
Godda|Boarijor|Sundai|Dumaria|814147
Godda|Boarijor|Sundar Tola|Bara Amarpur|N/A
Godda|Boarijor|Sundariya|Meghi|N/A
Godda|Boarijor|Surla|Babupur|814154
Godda|Boarijor|Talbaria|Meghi|814165
Godda|Boarijor|Talbona|Devipur|N/A
Godda|Boarijor|Taljhari|Bara Bhorai|814147
Godda|Boarijor|Tamilgoda|Devipur|N/A
Godda|Boarijor|Tamlia Amdanda|Devipur|N/A
Godda|Boarijor|Tamlipahar|Bara Amarpur|N/A
Godda|Boarijor|Tamlipatta|Boarijor|58.82 hectares
Godda|Boarijor|Taratikar|Ranipur|N/A
Godda|Boarijor|Tatgora|Boarijor|10 hectares
Godda|Boarijor|Tatkunda|Babupur|814165
Godda|Boarijor|Telaibera|Devipur|N/A
Godda|Boarijor|Telgama|Kendua|814165
Godda|Boarijor|Telo|Kushwilla|814147
Godda|Boarijor|Telodhuni|Lilatari 1|814147
Godda|Boarijor|Telotok|Dumaria|N/A
Godda|Boarijor|Tesro|Devipur|N/A
Godda|Boarijor|Tetarbhita|Bara Amarpur|N/A
Godda|Boarijor|Tetardiha|Dumaria|N/A
Godda|Boarijor|Tetarganji Pahar|Devipur|N/A
Godda|Boarijor|Tetaria|Devipur|814165
Godda|Boarijor|Tetariya|Kendua|814147
Godda|Boarijor|Tikrigora|Bara Amarpur|N/A
Godda|Boarijor|Tisro|Devipur|N/A
Godda|Boarijor|Todmari|Devipur|N/A
Godda|Boarijor|Tokam|Devipur|N/A
Godda|Boarijor|Tokkuriya|Devipur|814165
Godda|Boarijor|Tulsipur|Dumaria|814165
Godda|Boarijor|Uparbandha|Rajabhitha|814147
Godda|Boarijor|Urkusia|Hilawe|813208
Godda|Godda|Algajora|Saidapur|N/A
Godda|Godda|Amarpur|Amarpur|814133
Godda|Godda|Amdanr|Dumariya|N/A
Godda|Godda|Amdiha|Machhiya Simadda|814133
Godda|Godda|Amghata|Bari Kalyani|N/A
Godda|Godda|Amjora|Jhilua|814153
Godda|Godda|Amlo|Amlo|814133
Godda|Godda|Arwara|Nepura|N/A
Godda|Godda|Baijnathpur|Khatnai|814133
Godda|Godda|Baliya|Saidapur|814133
Godda|Godda|Banka Ghat|Ghat Banka|814133
Godda|Godda|Bansipur|Saidapur|814133
Godda|Godda|Bara|Gorsanda|814133
Godda|Godda|Bara Kaliyani|Bari Kalyani|814133
Godda|Godda|Barachaur|Motiya|N/A
Godda|Godda|Barahara|Rupiyama|N/A
Godda|Godda|Baramasia|Nunbatta|814133
Godda|Godda|Barhauna|Saidapur|814133
Godda|Godda|Baristanr|Nipaniya|N/A
Godda|Godda|Basarhi|Nepura|814133
Godda|Godda|Belbathan|Sundmara|814153
Godda|Godda|Beldiha|Rupiyama|814133
Godda|Godda|Bengbahiyar|Pairdih|814133
Godda|Godda|Betiyabahiyar|Kurmichak|N/A
Godda|Godda|Bhadrahi Mal|Ghat Paharpur|814133
Godda|Godda|Bhalpahari|Sarouni|814156
Godda|Godda|Bhandar Koli|Ghat Paharpur|814133
Godda|Godda|Bharthikita|Dumariya|814133
Godda|Godda|Bhatdiha|Bhatdiha|814133
Godda|Godda|Bhawani|Burikura|814133
Godda|Godda|Bhawanipur|Saidapur|N/A
Godda|Godda|Bilari|Bhatdiha|814133
Godda|Godda|Birbal Tola|Sundmara|814133
Godda|Godda|Bishunpur|Ghat Manjwara|N/A
Godda|Godda|Bohoriya|Amlo|814133
Godda|Godda|Bokha|Amlo|814133
Godda|Godda|Burhi Salempur|Nepura|N/A
Godda|Godda|Burhikura|Burikura|N/A
Godda|Godda|Chakwa|Machhiya Simadda|814133
Godda|Godda|Chandarpur|Nepura|N/A
Godda|Godda|Chapri|Gorsanda|814133
Godda|Godda|Charkakol Ghat|Bari Kalyani|N/A
Godda|Godda|Chhota Harakita|Dumariya|N/A
Godda|Godda|Chhota Kaliyani|Ghat Manjwara|814133
Godda|Godda|Chilauna|Machhiya Simadda|814133
Godda|Godda|Chinadhab|Gaychhand|814133
Godda|Godda|Daldali|Ranidih|814133
Godda|Godda|Dalpatpur|Dhodhri|N/A
Godda|Godda|Danga|Burikura|814153
Godda|Godda|Dara Chak|Gorsanda|814133
Godda|Godda|Darghatta|Dumariya|814133
Godda|Godda|Darghatti|Dumariya|N/A
Godda|Godda|Devpur|Dhodhri|814133
Godda|Godda|Dharmudih|Pandu Bathan|814133
Godda|Godda|Dhokal Tola|Sundmara|N/A
Godda|Godda|Dholi Chak|Khatnai|814133
Godda|Godda|Diyara|Nepura|814133
Godda|Godda|Dodhari|Dhodhri|N/A
Godda|Godda|Dokabandh|Lobandha|814133
Godda|Godda|Dubrajpur|Saidapur|814133
Godda|Godda|Dulu|Burikura|814153
Godda|Godda|Dumariya|Dumariya|N/A
Godda|Godda|Dumariya Mal|Ranidih|814133
Godda|Godda|Dumma|Jhilua|814153
Godda|Godda|Dusadhi Kola|Khatnai|N/A
Godda|Godda|Gaechhand|Gaychhand|814133
Godda|Godda|Galapahar|Ghat Paharpur|814133
Godda|Godda|Gangta|Motiya|N/A
Godda|Godda|Gangta Phasiya|Amlo|814133
Godda|Godda|Garbana|Kanbhara|814133
Godda|Godda|Garurakita|Lobandha|814133
Godda|Godda|Ghat Bhadrahi|Ghat Paharpur|814133
Godda|Godda|Ghat Dhamsain|Gorsanda|N/A
Godda|Godda|Ghat Dumariya|Bari Kalyani|N/A
Godda|Godda|Ghat Gorsanda|Gorsanda|814133
Godda|Godda|Ghat Jamuni|Jamani Paharpur|814133
Godda|Godda|Ghat Jhilua|Pandaha|814133
Godda|Godda|Ghat Jopnadih|Jamani Paharpur|814133
Godda|Godda|Ghat Paharpur|Ghat Paharpur|N/A
Godda|Godda|Gorhighat Chhit|Pairdih|N/A
Godda|Godda|Gorka Kita|Ghat Paharpur|N/A
Godda|Godda|Gurguri|Saidapur|814133
Godda|Godda|Haripur|Burikura|814133
Godda|Godda|Harlal Tola|Ghat Paharpur|814133
Godda|Godda|Harpati Chak|Saidapur|N/A
Godda|Godda|Hijaljor|Jhilua|814153
Godda|Godda|Jainagar Piprajoria|Sundmara|814133
Godda|Godda|Jaipur|Nepura|814133
Godda|Godda|Jalgar|Nipaniya|N/A
Godda|Godda|Jamkudar|Burikura|814153
Godda|Godda|Jamua|Pandu Bathan|814133
Godda|Godda|Jamuni Paharpur|Jamani Paharpur|N/A
Godda|Godda|Jhagarahi|Sundmara|814156
Godda|Godda|Jharkata|Motiya|N/A
Godda|Godda|Jhilua|Jhilua|814153
Godda|Godda|Kadwa|Nunbatta|814156
Godda|Godda|Kaithpujha|Saidapur|N/A
Godda|Godda|Kajradah|Gaychhand|N/A
Godda|Godda|Kakana|Nepura|N/A
Godda|Godda|Kalhajor Kalan|Nipaniya|814153
Godda|Godda|Kalhajor Khurd|Nipaniya|814153
Godda|Godda|Kalyani Kita|Ghat Manjwara|814133
Godda|Godda|Kanadih Chhit|Pairdih|N/A
Godda|Godda|Kanhwara|Kanbhara|814133
Godda|Godda|Kanidih Chhit|Pairdih|N/A
Godda|Godda|Karam Tola|Burikura|N/A
Godda|Godda|Karanpur|Jhilua|814153
Godda|Godda|Karhariya Ghat|Ranidih|814133
Godda|Godda|Karhariya Mal|Bari Kalyani|814133
Godda|Godda|Karikado|Motiya|814133
Godda|Godda|Karmatanr|Sarouni|N/A
Godda|Godda|Karudih|Gaychhand|814156
Godda|Godda|Kasba Godda|Ghat Paharpur|N/A
Godda|Godda|Kathaun|Markhan|814133
Godda|Godda|Kathra|Rupiyama|814133
Godda|Godda|Kauadhab|Gaychhand|814133
Godda|Godda|Kauribahiyar Ghat|Pairdih|814133
Godda|Godda|Kauribahiyar Mal|Pairdih|814133
Godda|Godda|Kauribahiyarmal Chhit|Pairdih|N/A
Godda|Godda|Khaira Mal|Gorsanda|N/A
Godda|Godda|Khatnahi|Khatnai|814133
Godda|Godda|Kita Gawar|Ghat Paharpur|N/A
Godda|Godda|Kita Gorgawan|Bari Kalyani|N/A
Godda|Godda|Kita Parariya Ghat|Bari Kalyani|N/A
Godda|Godda|Kita Pelgarhi Dhopahari|Bari Kalyani|814133
Godda|Godda|Kita Shampur|Ghat Paharpur|N/A
Godda|Godda|Kita Thathar|Ghat Paharpur|N/A
Godda|Godda|Kitabuidi|Saidapur|N/A
Godda|Godda|Kubji Ghat|Ranidih|814133
Godda|Godda|Kumar Kund|Dumariya|814133
Godda|Godda|Kumardih|Pandu Bathan|814133
Godda|Godda|Kumarreri|Dhodhri|814133
Godda|Godda|Kundadah|Jhilua|814153
Godda|Godda|Kurma|Saidapur|814133
Godda|Godda|Kurman Ghat|Pairdih|814133
Godda|Godda|Kurman Mal|Pandu Bathan|814133
Godda|Godda|Kurmi Chak|Kurmichak|N/A
Godda|Godda|Kusmain Ghat Chhit|Bari Kalyani|N/A
Godda|Godda|Kusmainimal|Bari Kalyani|N/A
Godda|Godda|Kusmani Ghat|Bari Kalyani|814133
Godda|Godda|Kusmara|Khatnai|N/A
Godda|Godda|Kutni Pathar|Markhan|N/A
Godda|Godda|Kutnipathar|Markhan|814133
Godda|Godda|Lacchmipur|Pandaha|814133
Godda|Godda|Lachhanpur|Motiya|N/A
Godda|Godda|Lachhmi|Nepura|814133
Godda|Godda|Lalpur|Jhilua|N/A
Godda|Godda|Lamhati Kar|Pairdih|814133
Godda|Godda|Langradih|Ghat Banka|814133
Godda|Godda|Lohbandha|Lobandha|814133
Godda|Godda|Lukluki Ghat|Panchrukhi|N/A
Godda|Godda|Lukluki Mal|Panchrukhi|N/A
Godda|Godda|Machhiya Samarda Urf Lalpur|Machhiya Simadda|814133
Godda|Godda|Mahugariya|Kurmichak|N/A
Godda|Godda|Majhdiha|Makhani|814133
Godda|Godda|Makhni|Makhani|814133
Godda|Godda|Makunddih|Lobandha|814133
Godda|Godda|Makunddin|Rupiyama|814133
Godda|Godda|Mal Dhamsain|Gorsanda|N/A
Godda|Godda|Mal Domuria|Panchrukhi|N/A
Godda|Godda|Mal Gorsanda|Gorsanda|N/A
Godda|Godda|Maldiha|Khatnai|N/A
Godda|Godda|Malhra|Ranidih|814133
Godda|Godda|Malipalgajia|Amlo|814133
Godda|Godda|Malmala|Jhilua|N/A
Godda|Godda|Malni|Machhiya Simadda|814133
Godda|Godda|Manjwara Ghat|Ghat Manjwara|814133
Godda|Godda|Manpur|Saidapur|814133
Godda|Godda|Markhan|Markhan|814133
Godda|Godda|Maruabaran|Rupiyama|814133
Godda|Godda|Masudanpur|Bari Kalyani|N/A
Godda|Godda|Mohanpur|Markhan|814133
Godda|Godda|Molnakita|Nepura|814133
Godda|Godda|Motia|Motiya|814133
Godda|Godda|Murlidih Kita|Pandu Bathan|814133
Godda|Godda|Nandupahari|Sundmara|814133
Godda|Godda|Nankhil|Dhodhri|814133
Godda|Godda|Naya Chak|Panchrukhi|814133
Godda|Godda|Nayabad|Motiya|N/A
Godda|Godda|Nepura|Nepura|814133
Godda|Godda|Nilkanthpur|Nepura|814133
Godda|Godda|Nipaniya|Nipaniya|814156
Godda|Godda|Nonbatta|Nunbatta|814156
Godda|Godda|Nonmati|Bhatdiha|814133
Godda|Godda|Pachrukhi|Panchrukhi|814133
Godda|Godda|Pairdih|Pairdih|814133
Godda|Godda|Pakariya Mal|Rupiyama|814133
Godda|Godda|Pakarya Ghat|Rupiyama|814133
Godda|Godda|Panch Kathi|Nepura|N/A
Godda|Godda|Pandaha|Pandaha|814133
Godda|Godda|Pandubathan|Pandu Bathan|814133
Godda|Godda|Parara|Dumariya|814133
Godda|Godda|Parariya|Nepura|N/A
Godda|Godda|Parariya Mal|Markhan|814133
Godda|Godda|Parasi|Nepura|N/A
Godda|Godda|Parsa|Kanbhara|814133
Godda|Godda|Pathariya Ghat|Ghat Manjwara|N/A
Godda|Godda|Pathariya Mal|Ghat Manjwara|N/A
Godda|Godda|Pathra|Pandaha|814133
Godda|Godda|Pathriya Mal|Ghat Manjwara|814133
Godda|Godda|Pathwara|Markhan|814133
Godda|Godda|Patpur|Nepura|814133
Godda|Godda|Patwa|Motiya|814133
Godda|Godda|Pelgarhi Dhopahari|Kurmichak|814133
Godda|Godda|Punsiya|Pandu Bathan|814133
Godda|Godda|Raj Daha|Jhilua|N/A
Godda|Godda|Rajpura|Bari Kalyani|N/A
Godda|Godda|Ramla Dikwani|Dhodhri|814133
Godda|Godda|Ramla Santali|Dhodhri|814133
Godda|Godda|Rampur|Dumariya|N/A
Godda|Godda|Ranidih|Ranidih|814133
Godda|Godda|Ratanpur|Bari Kalyani|814133
Godda|Godda|Ratrati|Kurmichak|814133
Godda|Godda|Reni|Dhodhri|N/A
Godda|Godda|Rupiyamal|Rupiyama|814133
Godda|Godda|Sabaijor|Gaychhand|814156
Godda|Godda|Sahari|Jhilua|814153
Godda|Godda|Saharpur|Jhilua|814153
Godda|Godda|Saidapur|Saidapur|N/A
Godda|Godda|Sandmara|Sundmara|N/A
Godda|Godda|Sarkanda|Amarpur|814133
Godda|Godda|Sarotiya|Bhatdiha|814133
Godda|Godda|Sasan|Bari Kalyani|N/A
Godda|Godda|Saurpachisa|Saidapur|814133
Godda|Godda|Shampur|Jhilua|814153
Godda|Godda|Siarkatiya|Burikura|814153
Godda|Godda|Sikatia|Lobandha|814133
Godda|Godda|Simariya|Khatnai|N/A
Godda|Godda|Sinhpur|Nepura|814133
Godda|Godda|Sirsi|Bhanjpur|N/A
Godda|Godda|Sonjhar|Nunbatta|814133
Godda|Godda|Sundarmor|Nipaniya|814156
Godda|Godda|Susunia|Motiya|N/A
Godda|Godda|Tabalpur|Motiya|N/A
Godda|Godda|Tarwari|Ghat Manjwara|814133
Godda|Godda|Teldiha|Makhani|814133
Godda|Godda|Tilobadar|Kurmichak|814133
Godda|Godda|Tuka|Lobandha|814133
Godda|Mahagama|Afzal Kita|Kushamhara|N/A
Godda|Mahagama|Akasni|Basuwa|814154
Godda|Mahagama|Alimahamadpur|Hasan Karhariya|N/A
Godda|Mahagama|Alola|Sarbhanga|N/A
Godda|Mahagama|Amarpur|Kahdhara Mal|814154
Godda|Mahagama|Amdiha|Ghatgamhariya|814154
Godda|Mahagama|Andhara Kita|Saroutiya|N/A
Godda|Mahagama|Anjna|Hasan Karhariya|N/A
Godda|Mahagama|Asanand Kita|Samri|N/A
Godda|Mahagama|Asanbani|Dharmodih|N/A
Godda|Mahagama|Aslulahsamra|Simarakitta Ghat Bandaridih|814154
Godda|Mahagama|Asmantikar|Bhanjpur|N/A
Godda|Mahagama|Asota|Longay|814154
Godda|Mahagama|Babupur Ghat|Jamaydih|814154
Godda|Mahagama|Babupur Mal|Jamaydih|814154
Godda|Mahagama|Baghakol|Garih|N/A
Godda|Mahagama|Bagjori|Jiyajori|N/A
Godda|Mahagama|Bahalia Kita|Hasan Karhariya|814154
Godda|Mahagama|Baija Chak|Ramkol|814154
Godda|Mahagama|Baijnathpur|Lahathi|814154
Godda|Mahagama|Bairia Chak|Hanwara|N/A
Godda|Mahagama|Bairia Kita|Garih|N/A
Godda|Mahagama|Baje Kita|Sinpur|N/A
Godda|Mahagama|Bakanpur|Digghi|814154
Godda|Mahagama|Bakwa Chak|Simarakitta Ghat Bandaridih|814154
Godda|Mahagama|Balachini|Jiyajori|814164
Godda|Mahagama|Balachini Kita|Mahagama Uttari|N/A
Godda|Mahagama|Balia Ghat|Basuwa|814165
Godda|Mahagama|Balia Kurmi Kita|Basuwa|814165
Godda|Mahagama|Banjpur|Bhanjpur|N/A
Godda|Mahagama|Bansbara|Saroutiya|N/A
Godda|Mahagama|Bansbhita|Murlitok|N/A
Godda|Mahagama|Bansipur|Kahdhara Mal|814154
Godda|Mahagama|Baradbara|Koyala|814154
Godda|Mahagama|Barhe Kita|Khorad|N/A
Godda|Mahagama|Bariartola|Simarakitta Ghat Bandaridih|814154
Godda|Mahagama|Baridih|Lahathi|814154
Godda|Mahagama|Barkurua|Hasan Karhariya|N/A
Godda|Mahagama|Basua|Basuwa|814154
Godda|Mahagama|Batana Kita|Hasan Karhariya|N/A
Godda|Mahagama|Bataua Kita|Hasan Karhariya|N/A
Godda|Mahagama|Bela Kita|Simarakitta Ghat Bandaridih|N/A
Godda|Mahagama|Belti Kari|Karnu|N/A
Godda|Mahagama|Beltikri|Nayanagar|N/A
Godda|Mahagama|Bhadaia Kita|Mahagama Uttari|N/A
Godda|Mahagama|Bhainsabarankurum Tola|Lahathi|814154
Godda|Mahagama|Bhainsabarankurum Tola Mal|Lahathi|814154
Godda|Mahagama|Bhairo Chak|Kushamhara|814154
Godda|Mahagama|Bhairo Kita|Khorad|N/A
Godda|Mahagama|Bhaju Chak|Kushamhara|814154
Godda|Mahagama|Bhalu Kita|Karnu|814154
Godda|Mahagama|Bhandarchua|Sinpur|814165
Godda|Mahagama|Bhartha Chak|Hasan Karhariya|814154
Godda|Mahagama|Bhelaidih|Saroutiya|814165
Godda|Mahagama|Bhikhia Chak|Saroutiya|N/A
Godda|Mahagama|Bhogan|Ghatgamhariya|814154
Godda|Mahagama|Bholu Chak|Bhanjpur|N/A
Godda|Mahagama|Bikrampur|Parsa|814154
Godda|Mahagama|Bisambhara Kita|Karnu|814154
Godda|Mahagama|Bishambhar Kita|Karnu|814154
Godda|Mahagama|Bishunpur|Koyala|814154
Godda|Mahagama|Biswas Khani|Wishwas Khani|814154
Godda|Mahagama|Chainpur|Jiyajori|N/A
Godda|Mahagama|Chak Chamu|Ramkol|814154
Godda|Mahagama|Chamgadra Darunbatia|Mahagama Uttari|N/A
Godda|Mahagama|Champa Kita|Saroutiya|N/A
Godda|Mahagama|Chanai Chak|Jamaydih|814154
Godda|Mahagama|Chand Chak|Bhanjpur|814154
Godda|Mahagama|Chand Chak Ghat|Jiyajori|N/A
Godda|Mahagama|Chansar|Dharmodih|814165
Godda|Mahagama|Chauchak|Sinpur|814154
Godda|Mahagama|Chaujora Ghat|Bhanjpur|N/A
Godda|Mahagama|Chaujora Mal|Jiyajori|N/A
Godda|Mahagama|Chichohari|Dharmodih|814165
Godda|Mahagama|Chilha|Simarakitta Ghat Bandaridih|814154
Godda|Mahagama|Chuna Chak|Dharmodih|814154
Godda|Mahagama|Dahara|Jiyajori|N/A
Godda|Mahagama|Dahia|Hasan Karhariya|814154
Godda|Mahagama|Dakaita|Karnu|N/A
Godda|Mahagama|Dakaitaghat|Karnu|N/A
Godda|Mahagama|Dalabar|Ghatgamhariya|814165
Godda|Mahagama|Daniala|Sarbhanga|814164
Godda|Mahagama|Darbe Chak|Jiyajori|814147
Godda|Mahagama|Darha|Bhanjpur|N/A
Godda|Mahagama|Deola Kita|Dharmodih|N/A
Godda|Mahagama|Deyal Kita|Dharmodih|N/A
Godda|Mahagama|Dhankurda|Mahagama Uttari|N/A
Godda|Mahagama|Dhansar|Jiyajori|N/A
Godda|Mahagama|Dharampur Ghat|Jiyajori|814164
Godda|Mahagama|Dharampur Mal|Jiyajori|814164
Godda|Mahagama|Dharmudih|Dharmodih|814154
Godda|Mahagama|Dhobia Chak|Hanwara|814154
Godda|Mahagama|Diarhi Kita|Sarbhanga|N/A
Godda|Mahagama|Dighi|Digghi|N/A
Godda|Mahagama|Doma Chak|Saroutiya|814165
Godda|Mahagama|Doman Kita|Basuwa|N/A
Godda|Mahagama|Dudhbecha|Dharmodih|814165
Godda|Mahagama|Dumaria Kalan|Wishwas Khani|814154
Godda|Mahagama|Dumaria Khurd|Ramkol|814154
Godda|Mahagama|Dumaria Mal|Kahdhara Mal|814165
Godda|Mahagama|Dumra|Hasan Karhariya|814154
Godda|Mahagama|Durgapur|Karnu|814165
Godda|Mahagama|Fauj Kita|Bhanjpur|N/A
Godda|Mahagama|Fazil Kita|Khorad|814154
Godda|Mahagama|Firozpur|Sarbhanga|814164
Godda|Mahagama|Fouzdar Kita Ghat|Sarbhanga|814164
Godda|Mahagama|Gadel|Dharmodih|N/A
Godda|Mahagama|Gahira Kita|Basuwa|N/A
Godda|Mahagama|Gain Chak|Jamaydih|814154
Godda|Mahagama|Gangsagar|Basuwa|N/A
Godda|Mahagama|Gansagar|Basuwa|N/A
Godda|Mahagama|Garba Kita|Mahagama Uttari|N/A
Godda|Mahagama|Garbaghat|Mahagama Uttari|N/A
Godda|Mahagama|Garbhudih|Sinpur|N/A
Godda|Mahagama|Gauri Kita|Sinpur|N/A
Godda|Mahagama|Ghat Bhangabandh|Lahathi|814154
Godda|Mahagama|Ghat Gamharia|Ghatgamhariya|N/A
Godda|Mahagama|Ghat Garhaiya|Ghatgamhariya|814154
Godda|Mahagama|Ghat Jagarnathpur|Jiyajori|N/A
Godda|Mahagama|Ghat Jagatpur|Sarbhanga|N/A
Godda|Mahagama|Ghatdiarhi|Sarbhanga|814164
Godda|Mahagama|Ghatiani|Khorad|814154
Godda|Mahagama|Ghospur|Bhanjpur|N/A
Godda|Mahagama|Ghuthi|Khorad|814154
Godda|Mahagama|Gidra Pathar|Bhanjpur|N/A
Godda|Mahagama|Ginratari|Dharmodih|814154
Godda|Mahagama|Gobindpur|Murlitok|N/A
Godda|Mahagama|Gohira Kita|Ghatgamhariya|N/A
Godda|Mahagama|Gokula|Sarbhanga|N/A
Godda|Mahagama|Gopalpur|Chatra|N/A
Godda|Mahagama|Goradih|Dharmodih|814165
Godda|Mahagama|Gorantia|Lahathi|814154
Godda|Mahagama|Gorgawan|Garih|814154
Godda|Mahagama|Gosain Chak|Dharmodih|N/A
Godda|Mahagama|Gudia|Murlitok|814154
Godda|Mahagama|Gunia|Mahagama Dakshini|814154
Godda|Mahagama|Gurhi|Garih|814154
Godda|Mahagama|Hahajor|Lahathi|814154
Godda|Mahagama|Hajra Chak|Bhanjpur|N/A
Godda|Mahagama|Hansai Kita|Jamaydih|814154
Godda|Mahagama|Hanwara|Hanwara|814154
Godda|Mahagama|Hari Karharia|Hasan Karhariya|N/A
Godda|Mahagama|Harin Chora|Karnu|814154
Godda|Mahagama|Harlabahiar|Jiyajori|N/A
Godda|Mahagama|Hasan Karharia|Hasan Karhariya|814154
Godda|Mahagama|Hasanpur|Hasan Karhariya|814154
Godda|Mahagama|Hemcha Chak|Dharmodih|N/A
Godda|Mahagama|Hirai Chak|Bhanjpur|N/A
Godda|Mahagama|Hundra|Samri|N/A
Godda|Mahagama|Jagarnathpur Mal|Jiyajori|N/A
Godda|Mahagama|Jagi Milik|Nayanagar|N/A
Godda|Mahagama|Jamaidih|Jamaydih|814154
Godda|Mahagama|Jamua|Simarakitta Ghat Bandaridih|N/A
Godda|Mahagama|Janki Kita|Simarakitta Ghat Bandaridih|814154
Godda|Mahagama|Jatakothi|Jiyajori|814164
Godda|Mahagama|Jatama|Nayanagar|814154
Godda|Mahagama|Jathari|Hasan Karhariya|814154
Godda|Mahagama|Jhagarua|Sarbhanga|N/A
Godda|Mahagama|Jhapania|Bhanjpur|N/A
Godda|Mahagama|Jharna Kita|Basuwa|814154
Godda|Mahagama|Jhigur Kita|Dharmodih|N/A
Godda|Mahagama|Jiajori|Jiyajori|814164
Godda|Mahagama|Jogidih|Dharmodih|N/A
Godda|Mahagama|Kachua Raksi|Mahagama Uttari|814154
Godda|Mahagama|Kachuamal Chhit|Mahagama Uttari|814154
Godda|Mahagama|Kadhara Ghat|Kahdhara Mal|N/A
Godda|Mahagama|Kadhara Mal|Kahdhara Mal|814165
Godda|Mahagama|Kaim Kita|Ghatgamhariya|N/A
Godda|Mahagama|Kaithia|Ghatgamhariya|814154
Godda|Mahagama|Kaljhara|Samri|814154
Godda|Mahagama|Kamal Chak|Dhodha|814156
Godda|Mahagama|Kamargawan|Jiyajori|814164
Godda|Mahagama|Kanak Kita|Sarbhanga|814154
Godda|Mahagama|Kanreswari Kita|Samri|N/A
Godda|Mahagama|Karkatdih|Jamaydih|N/A
Godda|Mahagama|Karmatanr|Saroutiya|N/A
Godda|Mahagama|Karnu|Karnu|814154
Godda|Mahagama|Kasba|Longay|814154
Godda|Mahagama|Kasturia Kita|Dharmodih|N/A
Godda|Mahagama|Katbaikal|Basuwa|N/A
Godda|Mahagama|Kendua Kita|Basuwa|N/A
Godda|Mahagama|Khaira|Sarbhanga|814164
Godda|Mahagama|Khairaghat|Bhanjpur|N/A
Godda|Mahagama|Khara Kita|Sarbhanga|N/A
Godda|Mahagama|Kharaiya|Khorad|814154
Godda|Mahagama|Khaspathar|Jamaydih|814154
Godda|Mahagama|Khurd|Longay|814154
Godda|Mahagama|Khutahari|Sarbhanga|814147
Godda|Mahagama|Khutehri|Dharmodih|814165
Godda|Mahagama|Kita Andhra|Dharmodih|N/A
Godda|Mahagama|Kita Bansbara|Saroutiya|N/A
Godda|Mahagama|Kita Bishambhara|Basuwa|814154
Godda|Mahagama|Kita Majhona|Jiyajori|N/A
Godda|Mahagama|Kitapathar|Jamaydih|N/A
Godda|Mahagama|Koila|Koyala|N/A
Godda|Mahagama|Kumhrakol|Sinpur|N/A
Godda|Mahagama|Kusdiha|Kahdhara Mal|814165
Godda|Mahagama|Kusha|Jamaydih|814154
Godda|Mahagama|Kushapur|Khorad|N/A
Godda|Mahagama|Kusmaha|Kahdhara Mal|N/A
Godda|Mahagama|Kusmara|Kushamhara|N/A
Godda|Mahagama|Kusmi|Jamaydih|814154
Godda|Mahagama|Lachmania Kita|Bhanjpur|N/A
Godda|Mahagama|Lachminia Kita|Bhanjpur|N/A
Godda|Mahagama|Lakarha|Jiyajori|814154
Godda|Mahagama|Lakhipur|Jamaydih|N/A
Godda|Mahagama|Lakrabank|Basuwa|814165
Godda|Mahagama|Lamahaghat|Bhanjpur|N/A
Godda|Mahagama|Lamha Mal|Bhanjpur|N/A
Godda|Mahagama|Larai Chak|Dharmodih|N/A
Godda|Mahagama|Letaria|Murlitok|814154
Godda|Mahagama|Lilabari|Mahagama Dakshini|N/A
Godda|Mahagama|Lilambar|Karnu|N/A
Godda|Mahagama|Logain|Longay|N/A
Godda|Mahagama|Lohathi|Lahathi|814154
Godda|Mahagama|Madhu Chak|Ghatgamhariya|814154
Godda|Mahagama|Madhupur|Digghi|N/A
Godda|Mahagama|Maganpipra|Simarakitta Ghat Bandaridih|814154
Godda|Mahagama|Mahadeb Kita|Dharmodih|814154
Godda|Mahagama|Mahadeobathan|Lahathi|814154
Godda|Mahagama|Mahuara|Karnu|N/A
Godda|Mahagama|Mahuara Ghat|Karnu|814154
Godda|Mahagama|Maigar Kita|Bhanjpur|N/A
Godda|Mahagama|Majhona|Basuwa|N/A
