Bokaro|Bermo|Armo|Bermo|689 hectares
Deoghar|Margo Munda|Murlipahari Bhalsumiya|Murlipahari|815353
Deoghar|Margo Munda|Naiyadih|Bansimi|815353
Deoghar|Margo Munda|Nauka Chihutiya|Pandniya|815353
Deoghar|Margo Munda|Nawadih|Mahjori|815353
Deoghar|Margo Munda|Negratanr|Mahuatand|815353
Deoghar|Margo Munda|Noniyad|Baghmara|815353
Deoghar|Margo Munda|Pachrukhi|Murlipahari|815353
Deoghar|Margo Munda|Palojori|Murlipahari|815353
Deoghar|Margo Munda|Pandaniya|Pandniya|815353
Deoghar|Margo Munda|Pandesiga|Baghmara|815353
Deoghar|Margo Munda|Panhaiyasinga|Baghmara|815353
Deoghar|Margo Munda|Parsiya|Margomunda|815353
Deoghar|Margo Munda|Partappur|Suggapahari 1|814152
Deoghar|Margo Munda|Patojori|Pipra|815353
Deoghar|Margo Munda|Phago|Chetnari|815353
Deoghar|Margo Munda|Pichhri|Pipra|815353
Deoghar|Margo Munda|Pipra|Pipra|815353
Deoghar|Margo Munda|Pipratanr|Mahjori|N/A
Deoghar|Margo Munda|Ponridah|Baghmara|815353
Deoghar|Margo Munda|Purana Chhihutiya|Pandniya|815353
Deoghar|Margo Munda|Raghunathpur|Suggapahari 1|814152
Deoghar|Margo Munda|Rajaagar|Baghmara|815353
Deoghar|Margo Munda|Rampur|Rampur|815353
Deoghar|Margo Munda|Salmandra|Margomunda|815353
Deoghar|Margo Munda|Shawlapur|Bansimi|815353
Deoghar|Margo Munda|Simargara|Margomunda|815353
Deoghar|Margo Munda|Simra|Mahuatand|815353
Deoghar|Margo Munda|Sugapahri|Suggapahari 1|815353
Deoghar|Margo Munda|Tarajori|Baghmara|815353
Deoghar|Margo Munda|Tatakjori|Murlipahari|815353
Deoghar|Margo Munda|Tiko Pahari|Pipra|815353
Deoghar|Margo Munda|Titihichapar|Baghmara|815353
Deoghar|Margo Munda|Tumbagarha|Mahjori|N/A
Deoghar|Margo Munda|Udhodih|Laharjori|815353
Deoghar|Margo Munda|Woldaha|Mahjori|815353
Deoghar|Mohanpur|Achato|Rarhia|814113
Deoghar|Mohanpur|Adhanua|Ghongha|814120
Deoghar|Mohanpur|Agai|Chakarama|814157
Deoghar|Mohanpur|Agiya|Nayachitkath|814113
Deoghar|Mohanpur|Alkoin|Raghunathpur|814120
Deoghar|Mohanpur|Ambatari|Rarhia|N/A
Deoghar|Mohanpur|Amgachhi|Malhara|814157
Deoghar|Mohanpur|Amgaria|Sarasani|814113
Deoghar|Mohanpur|Amlawa|Katwan|814157
Deoghar|Mohanpur|Amruwa|Nayachitkath|814113
Deoghar|Mohanpur|Amtibahiar|Sarasani|N/A
Deoghar|Mohanpur|Anandisar|Bichgarha|N/A
Deoghar|Mohanpur|Arazi Amgachhi|Raghunathpur|814120
Deoghar|Mohanpur|Arazi Buturuadih|Chakarama|N/A
Deoghar|Mohanpur|Arazi Dumabad|Chakarama|814157
Deoghar|Mohanpur|Arazi Harudih|Raghunathpur|N/A
Deoghar|Mohanpur|Arazi Padumbana|Baghmari Kitakharwa|814113
Deoghar|Mohanpur|Arazi Ramsagar|Chakarama|N/A
Deoghar|Mohanpur|Arazi Rhawi|Chakarama|814157
Deoghar|Mohanpur|Arazi Silwe|Ghutiabara Ashana|814120
Deoghar|Mohanpur|Arazi Telbhanga|Ghutiabara Ashana|814120
Deoghar|Mohanpur|Arjuna|Jhalar|814120
Deoghar|Mohanpur|Asanpur|Medinidih|814113
Deoghar|Mohanpur|Athmuria|Sarasani|814113
Deoghar|Mohanpur|Aurabari|Katwan|814157
Deoghar|Mohanpur|Babudih|Nayachitkath|814113
Deoghar|Mohanpur|Babupur|Jamunia|814157
Deoghar|Mohanpur|Baghakara|Nayachitkath|814113
Deoghar|Mohanpur|Baghduba|Suardehi|814157
Deoghar|Mohanpur|Baghmari|Malhara|814113
Deoghar|Mohanpur|Baghmari Kitakharwa|Baghmari Kitakharwa|814153
Deoghar|Mohanpur|Baijandih|Suardehi|814157
Deoghar|Mohanpur|Baijubasa|Rarhia|814113
Deoghar|Mohanpur|Baijudih|Rarhia|814113
Deoghar|Mohanpur|Bajar|Bichgarha|814113
Deoghar|Mohanpur|Bajarmarua|Rarhia|814113
Deoghar|Mohanpur|Baliyachauki Surangi|Jharkhandi|814113
Deoghar|Mohanpur|Baliyadah|Medinidih|814157
Deoghar|Mohanpur|Baliyakol|Morne|N/A
Deoghar|Mohanpur|Baliyakol Chhit|Tumbabel|N/A
Deoghar|Mohanpur|Baljora|Bichgarha|814113
Deoghar|Mohanpur|Balsara|Sarasani|814113
Deoghar|Mohanpur|Balsara Chhit|Sarasani|814113
Deoghar|Mohanpur|Balthar|Balthar|814157
Deoghar|Mohanpur|Balthar Chhit|Balthar|814157
Deoghar|Mohanpur|Bandh Agar|Medinidih|814113
Deoghar|Mohanpur|Bandhukurumtanr|Bank|814120
Deoghar|Mohanpur|Bandra|Mohanpur|37 hectares
Deoghar|Mohanpur|Bandra Chhit|Malhara|N/A
Deoghar|Mohanpur|Banjhi|Morne|814120
Deoghar|Mohanpur|Bank|Bank|814120
Deoghar|Mohanpur|Bank Chhit|Ghutiabara Ashana|814120
Deoghar|Mohanpur|Banka|Banka|814113
Deoghar|Mohanpur|Banpokhariya|Jharkhandi|814113
Deoghar|Mohanpur|Bansdiha|Morne|814121
Deoghar|Mohanpur|Bara|Bara|814113
Deoghar|Mohanpur|Barajharna|Tumbabel|814121
Deoghar|Mohanpur|Barakala|Harkatta|814157
Deoghar|Mohanpur|Barakola|Bichgarha|814113
Deoghar|Mohanpur|Barasatighat|Chakarama|814157
Deoghar|Mohanpur|Baratikar|Sarasani|814113
Deoghar|Mohanpur|Bardahiya|Suardehi|814153
Deoghar|Mohanpur|Bargachha|Nayachitkath|814113
Deoghar|Mohanpur|Barhampur|Medinidih|814113
Deoghar|Mohanpur|Bariyodih|Ghongha|814120
Deoghar|Mohanpur|Barmasiya|Harkatta|814157
Deoghar|Mohanpur|Barmuria|Medinidih|N/A
Deoghar|Mohanpur|Barsatiya|Tarabad|814113
Deoghar|Mohanpur|Basbutiya|Tumbabel|814157
Deoghar|Mohanpur|Basmatakota|Rarhia|814113
Deoghar|Mohanpur|Bela|Sarasani|N/A
Deoghar|Mohanpur|Belatanr|Raghunathpur|814120
Deoghar|Mohanpur|Beltikri|Baghmari Kitakharwa|814113
Deoghar|Mohanpur|Bhadwari|Jharkhandi|814113
Deoghar|Mohanpur|Bhagiapahari|Jhalar|814120
Deoghar|Mohanpur|Bhagtadih|Bhikhna|814113
Deoghar|Mohanpur|Bhagwanpur|Thadiyara|814157
Deoghar|Mohanpur|Bhairwatanr|Tarabad|814157
Deoghar|Mohanpur|Bhaluwabandh|Sarasani|814113
Deoghar|Mohanpur|Bhandaro|Ghutiabara Ashana|814157
Deoghar|Mohanpur|Bhikhoa|Bhikhna|814113
Deoghar|Mohanpur|Bhitia|Bhikhna|814113
Deoghar|Mohanpur|Bhorajamuan|Medinidih|814113
Deoghar|Mohanpur|Bhuliya Bandh|Balthar|N/A
Deoghar|Mohanpur|Bhusuriya|Banka|814113
Deoghar|Mohanpur|Biarajpur|Medinidih|814113
Deoghar|Mohanpur|Bichgarha|Bichgarha|814113
Deoghar|Mohanpur|Bihroji|Nayachitkath|814113
Deoghar|Mohanpur|Birajkurumtanr|Tumbabel|814157
Deoghar|Mohanpur|Birhabaran|Medinidih|814157
Deoghar|Mohanpur|Biruji Chak|Bara|N/A
Deoghar|Mohanpur|Bishunpur|Bichgarha|814113
Deoghar|Mohanpur|Bisnotarsatighat|Chakarama|N/A
Deoghar|Mohanpur|Bisuwani|Bara|814113
Deoghar|Mohanpur|Biyahi|Bara|814113
Deoghar|Mohanpur|Budhibari|Postwari|814113
Deoghar|Mohanpur|Burhwakura|Jamunia|814157
Deoghar|Mohanpur|Butatari|Chakarama|814157
Deoghar|Mohanpur|Buturuadih|Chakarama|814157
Deoghar|Mohanpur|Chak Jajbara Rangatanr|Sarasani|814113
Deoghar|Mohanpur|Chak Nawadih|Sarasani|N/A
Deoghar|Mohanpur|Chakarman|Chakarama|814157
Deoghar|Mohanpur|Chameli|Nayachitkath|N/A
Deoghar|Mohanpur|Chandayan|Chakarama|814157
Deoghar|Mohanpur|Chandraydih|Bara|N/A
Deoghar|Mohanpur|Charkipahari|Postwari|814113
Deoghar|Mohanpur|Chauphal|Bara|814113
Deoghar|Mohanpur|Chhatakurum|Tumbabel|814157
Deoghar|Mohanpur|Chhatmi|Bara|814113
Deoghar|Mohanpur|Chhota Janaki|Harkatta|814157
Deoghar|Mohanpur|Chhotandih|Rarhia|814113
Deoghar|Mohanpur|Chhotbahiari|Suardehi|814153
Deoghar|Mohanpur|Chigrumanjhidih|Bara|814113
Deoghar|Mohanpur|Chiguraydih|Postwari|814113
Deoghar|Mohanpur|Chihardhandhiya|Bhikhna|814113
Deoghar|Mohanpur|Chihutia|Harkatta|814154
Deoghar|Mohanpur|Chihutiya|Thadiyara|814113
Deoghar|Mohanpur|Chirudih|Sarasani|814113
Deoghar|Mohanpur|Chitarponka|Bank|814120
Deoghar|Mohanpur|Chopa|Chakarama|814157
Deoghar|Mohanpur|Chulhiya|Suardehi|814157
Deoghar|Mohanpur|Dahijor|Dahijore|814157
Deoghar|Mohanpur|Dahua|Medinidih|814113
Deoghar|Mohanpur|Daminkol|Morne|N/A
Deoghar|Mohanpur|Dangri|Banka|814113
Deoghar|Mohanpur|Dariadih Urf Bandarbona|Katwan|814157
Deoghar|Mohanpur|Dasdih|Bhikhna|814113
Deoghar|Mohanpur|Debichak|Nayachitkath|814113
Deoghar|Mohanpur|Debthar|Ghongha|814120
Deoghar|Mohanpur|Dhakodih|Medinidih|814113
Deoghar|Mohanpur|Dharandharpur|Rarhia|814113
Deoghar|Mohanpur|Dharhi Kolhariya|Harkatta|814157
Deoghar|Mohanpur|Dhawaghat|Bara|814113
Deoghar|Mohanpur|Dhawatanr|Medinidih|814113
Deoghar|Mohanpur|Dhibrisar|Medinidih|N/A
Deoghar|Mohanpur|Digambari|Sarasani|N/A
Deoghar|Mohanpur|Domohan|Baghmari Kitakharwa|814113
Deoghar|Mohanpur|Donihari|Bhikhna|814113
Deoghar|Mohanpur|Dudhani|Bhikhna|814113
Deoghar|Mohanpur|Dudhaniya|Chakarama|814157
Deoghar|Mohanpur|Dudhwajor|Raghunathpur|814157
Deoghar|Mohanpur|Dumabad|Chakarama|814157
Deoghar|Mohanpur|Dumarhar|Balthar|814157
Deoghar|Mohanpur|Dumaria|Dahijore|814120
Deoghar|Mohanpur|Dumariya|Raghunathpur|814113
Deoghar|Mohanpur|Dumariya Garha|Bara|N/A
Deoghar|Mohanpur|Dumarkola|Bichgarha|814113
Deoghar|Mohanpur|Dumarthar|Dahijore|814157
Deoghar|Mohanpur|Dumma|Bara|814113
Deoghar|Mohanpur|Dundiya|Ghutiabara Ashana|814120
Deoghar|Mohanpur|Dunidih|Bara|814113
Deoghar|Mohanpur|Durdhuajor|Suardehi|814120
Deoghar|Mohanpur|Gadi Bahinga|Bichgarha|814113
Deoghar|Mohanpur|Gadibaliya|Jharkhandi|814113
Deoghar|Mohanpur|Gadibaliyachhit|Jharkhandi|814113
Deoghar|Mohanpur|Gajhanda|Rarhia|814113
Deoghar|Mohanpur|Gandhua|Banka|814113
Deoghar|Mohanpur|Garbhuadih|Jharkhandi|814113
Deoghar|Mohanpur|Garihani|Katwan|814157
Deoghar|Mohanpur|Gaura|Rarhia|814113
Deoghar|Mohanpur|Gauri Chak|Sarasani|814113
Deoghar|Mohanpur|Gauribasar|Postwari|814113
Deoghar|Mohanpur|Gauriganj|Sarasani|814113
Deoghar|Mohanpur|Ghaghra|Baghmari Kitakharwa|814153
Deoghar|Mohanpur|Ghongha|Ghongha|814120
Deoghar|Mohanpur|Ghordaura|Bhikhna|814113
Deoghar|Mohanpur|Ghormara|Sarasani|814113
Deoghar|Mohanpur|Ghospur|Suardehi|814157
Deoghar|Mohanpur|Ghutiya Bara Asna|Ghutiabara Ashana|814120
Deoghar|Mohanpur|Ghutiya Dundiya|Jamunia|814157
Deoghar|Mohanpur|Gobardaha|Katwan|814157
Deoghar|Mohanpur|Goedaha|Postwari|814113
Deoghar|Mohanpur|Gorai|Raghunathpur|814120
Deoghar|Mohanpur|Gorsingha|Harkatta|N/A
Deoghar|Mohanpur|Harila|Harkatta|814113
Deoghar|Mohanpur|Harilajori|Sarasani|814113
Deoghar|Mohanpur|Harkata|Harkatta|814113
Deoghar|Mohanpur|Harodih|Raghunathpur|814120
Deoghar|Mohanpur|Hathwari|Postwari|814113
Deoghar|Mohanpur|Heth Ambakura|Mohanpur|23 hectares
Deoghar|Mohanpur|Heth Chhot Bandha|Sarasani|N/A
Deoghar|Mohanpur|Heth Rangatanr|Sarasani|N/A
Deoghar|Mohanpur|Hidolabaran|Tumbabel|814157
Deoghar|Mohanpur|Hirakanali|Baghmari Kitakharwa|814153
Deoghar|Mohanpur|Hirna|Nayachitkath|814113
Deoghar|Mohanpur|Hirnatanr|Katwan|814157
Deoghar|Mohanpur|Jagarnathi|Baghmari Kitakharwa|814113
Deoghar|Mohanpur|Jagatpur|Ghutiabara Ashana|814120
Deoghar|Mohanpur|Jaginitikar|Rarhia|814113
Deoghar|Mohanpur|Jamro|Jhalar|814120
Deoghar|Mohanpur|Jamua|Bara|814113
Deoghar|Mohanpur|Jamuniya|Jamunia|814157
Deoghar|Mohanpur|Jamuniyatanr|Medinidih|N/A
Deoghar|Mohanpur|Jariya|Tumbabel|814157
Deoghar|Mohanpur|Jarwadih|Mohanpur|28 hectares
Deoghar|Mohanpur|Jausaghdih|Baghmari Kitakharwa|814113
Deoghar|Mohanpur|Jhagrudih|Rarhia|N/A
Deoghar|Mohanpur|Jhalar|Jhalar|814120
Deoghar|Mohanpur|Jharkhandi|Jharkhandi|814113
Deoghar|Mohanpur|Jhilighat|Postwari|814113
Deoghar|Mohanpur|Jitmahta|Rarhia|814113
Deoghar|Mohanpur|Jiyapani|Banka|814113
Deoghar|Mohanpur|Jogikupa|Postwari|814113
Deoghar|Mohanpur|Jogiyakanali|Katwan|814157
Deoghar|Mohanpur|Jovi Chak|Bara|N/A
Deoghar|Mohanpur|Kabilaspur|Medinidih|814113
Deoghar|Mohanpur|Kadrakura|Postwari|814113
Deoghar|Mohanpur|Kadrasa|Bichgarha|814113
Deoghar|Mohanpur|Kairbank|Sarasani|814113
Deoghar|Mohanpur|Kairi|Jhalar|814120
Deoghar|Mohanpur|Kajhiya|Bhikhna|814113
Deoghar|Mohanpur|Kamatpalan|Chakarama|814157
Deoghar|Mohanpur|Kamdiha|Suardehi|814157
Deoghar|Mohanpur|Kandraha|Rarhia|814113
Deoghar|Mohanpur|Kaniyaripokhar|Thadiyara|814157
Deoghar|Mohanpur|Kanthikanalii|Sarasani|814113
Deoghar|Mohanpur|Karankol|Bhikhna|814113
Deoghar|Mohanpur|Katahara|Katwan|N/A
Deoghar|Mohanpur|Katahara Chhit|Katwan|N/A
Deoghar|Mohanpur|Katban|Katwan|814157
Deoghar|Mohanpur|Katban Chhit|Katwan|814157
Deoghar|Mohanpur|Kathia Janaki|Harkatta|814157
Deoghar|Mohanpur|Kesidih|Bichgarha|N/A
Deoghar|Mohanpur|Khairkhuti|Jharkhandi|814113
Deoghar|Mohanpur|Khajra|Jharkhandi|814113
Deoghar|Mohanpur|Khapchua|Baghmari Kitakharwa|814153
Deoghar|Mohanpur|Khapchuwa Nawakurua|Mohanpur|124.09 hectares
Deoghar|Mohanpur|Kharagdiha|Tumbabel|814157
Deoghar|Mohanpur|Kharaiadih|Chakarama|814157
Deoghar|Mohanpur|Kharwa|Balthar|814157
Deoghar|Mohanpur|Khaspalag|Chakarama|814153
Deoghar|Mohanpur|Khaspalag Chhit|Baghmari Kitakharwa|N/A
Deoghar|Mohanpur|Kherwa|Katwan|814113
Deoghar|Mohanpur|Khobha|Bara|814113
Deoghar|Mohanpur|Kindua Nawadih Urf Lakriganj|Sarasani|814113
Deoghar|Mohanpur|Kisnidih|Harkatta|814113
Deoghar|Mohanpur|Kita Ramsagar|Chakarama|N/A
Deoghar|Mohanpur|Kitapalag|Baghmari Kitakharwa|814153
Deoghar|Mohanpur|Kolhanipathar|Dahijore|814157
Deoghar|Mohanpur|Kolhariya|Tumbabel|814157
Deoghar|Mohanpur|Korabandh|Sarasani|814113
Deoghar|Mohanpur|Kulhariya|Nayachitkath|N/A
Deoghar|Mohanpur|Kulhariya Chhit|Baghmari Kitakharwa|N/A
Deoghar|Mohanpur|Kumardih|Bhikhna|814113
Deoghar|Mohanpur|Kuribank|Bara|N/A
Deoghar|Mohanpur|Kurmakol|Banka|N/A
Deoghar|Mohanpur|Kurumtanr|Sarasani|814113
Deoghar|Mohanpur|Kusamha|Rarhia|814113
Deoghar|Mohanpur|Kusmatilha|Harkatta|814113
Deoghar|Mohanpur|Kusumbad|Sarasani|814113
Deoghar|Mohanpur|Kusumdih|Bichgarha|814113
Deoghar|Mohanpur|Kusumkanali|Sarasani|N/A
Deoghar|Mohanpur|Laharniya|Postwari|814113
Deoghar|Mohanpur|Lakrakura|Sarasani|N/A
Deoghar|Mohanpur|Latasare|Morne|814120
Deoghar|Mohanpur|Latwabaran|Medinidih|814157
Deoghar|Mohanpur|Letwa|Nayachitkath|814113
Deoghar|Mohanpur|Liliabaran|Postwari|814113
Deoghar|Mohanpur|Lorhia|Nayachitkath|814113
Deoghar|Mohanpur|Lorhibaran|Katwan|814157
Deoghar|Mohanpur|Lutiyatari|Tarabad|814157
Deoghar|Mohanpur|Machna|Rarhia|814113
Deoghar|Mohanpur|Madhaiya|Katwan|N/A
Deoghar|Mohanpur|Madhopur|Nayachitkath|814113
Deoghar|Mohanpur|Madhuban|Bhikhna|814113
Deoghar|Mohanpur|Madhudinda|Jhalar|N/A
Deoghar|Mohanpur|Mahadewa|Bichgarha|814113
Deoghar|Mohanpur|Mahat Baindih|Dahijore|814157
Deoghar|Mohanpur|Mahuadabar|Baghmari Kitakharwa|814113
Deoghar|Mohanpur|Malhara|Malhara|814157
Deoghar|Mohanpur|Maljhaghar|Ghutiabara Ashana|814120
Deoghar|Mohanpur|Manidih|Bara|814113
Deoghar|Mohanpur|Manikpur|Bara|814113
Deoghar|Mohanpur|Mansaraykurwa|Katwan|814157
Deoghar|Mohanpur|Mansaraykurwa Chhit|Katwan|N/A
Deoghar|Mohanpur|Marikdih|Baghmari Kitakharwa|814157
Deoghar|Mohanpur|Masuriya|Tarabad|N/A
Deoghar|Mohanpur|Maswepahar|Suardehi|N/A
Deoghar|Mohanpur|Matbara|Baghmari Kitakharwa|814113
Deoghar|Mohanpur|Mednidih|Medinidih|814113
Deoghar|Mohanpur|Mejurnach|Morne|814120
Deoghar|Mohanpur|Misardih|Bichgarha|814113
Deoghar|Mohanpur|Mohanpur|Chakarama|814157
Deoghar|Mohanpur|Mohiamo|Bichgarha|814113
Deoghar|Mohanpur|Mohnakanali|Harkatta|814157
Deoghar|Mohanpur|Morni|Morne|814120
Deoghar|Mohanpur|Muspha|Sarasani|814113
Deoghar|Mohanpur|Nabawi|Bichgarha|814113
Deoghar|Mohanpur|Nagdah|Ghutiabara Ashana|814157
Deoghar|Mohanpur|Nagpur|Jamunia|814157
Deoghar|Mohanpur|Naiadih|Bara|N/A
Deoghar|Mohanpur|Nakti|Banka|814113
Deoghar|Mohanpur|Narhipakariya|Bhikhna|814113
Deoghar|Mohanpur|Narhipakariya Chhit|Harkatta|N/A
Deoghar|Mohanpur|Nawadih|Bara|814113
Deoghar|Mohanpur|Nawadih Baijnathpur|Tumbabel|814120
Deoghar|Mohanpur|Nawadiha|Ghongha|814121
Deoghar|Mohanpur|Nawakurwa|Jamunia|814157
Deoghar|Mohanpur|Nayachitkat|Nayachitkath|814113
Deoghar|Mohanpur|Nijbagra|Ghongha|814120
Deoghar|Mohanpur|Nokhil|Banka|814113
Deoghar|Mohanpur|Pachrukhi|Postwari|814113
Deoghar|Mohanpur|Padimanraekurwa|Chakarama|814157
Deoghar|Mohanpur|Padumbana|Baghmari Kitakharwa|814113
Deoghar|Mohanpur|Paharpur|Bhikhna|814113
Deoghar|Mohanpur|Pahridih|Nayachitkath|814113
Deoghar|Mohanpur|Paisardah|Bichgarha|814113
Deoghar|Mohanpur|Pandetari|Sarasani|N/A
Deoghar|Mohanpur|Paniya Pagar|Nayachitkath|814113
Deoghar|Mohanpur|Paraiya|Tarabad|N/A
Deoghar|Mohanpur|Parihathbandh|Nayachitkath|N/A
Deoghar|Mohanpur|Parodal|Raghunathpur|814120
Deoghar|Mohanpur|Patakdih|Nayachitkath|814113
Deoghar|Mohanpur|Patharchapti|Malhara|814157
Deoghar|Mohanpur|Patharchapti Chhit|Morne|814120
Deoghar|Mohanpur|Pathargarha|Banka|814113
Deoghar|Mohanpur|Pathri|Tumbabel|814157
Deoghar|Mohanpur|Patjor|Suardehi|814157
Deoghar|Mohanpur|Pharkasamra|Baghmari Kitakharwa|814113
Deoghar|Mohanpur|Phatepur|Banka|814113
Deoghar|Mohanpur|Phursatari|Bara|N/A
Deoghar|Mohanpur|Phuta Bahiar|Sarasani|N/A
Deoghar|Mohanpur|Phutabandh|Sarasani|N/A
Deoghar|Mohanpur|Pilwahi|Jhalar|814120
Deoghar|Mohanpur|Pindra|Sarasani|814113
Deoghar|Mohanpur|Pipra|Rarhia|814113
Deoghar|Mohanpur|Pirhamo|Suardehi|814153
Deoghar|Mohanpur|Piyarjor|Balthar|N/A
Deoghar|Mohanpur|Postbari|Postwari|814113
Deoghar|Mohanpur|Pujhardih|Morne|N/A
Deoghar|Mohanpur|Puranabagara|Ghongha|814120
Deoghar|Mohanpur|Puranichitkit|Bara|814113
Deoghar|Mohanpur|Purnabathan|Nayachitkath|814113
Deoghar|Mohanpur|Raghunathpur|Raghunathpur|814120
Deoghar|Mohanpur|Raghunathpur Chhit|Raghunathpur|814120
Deoghar|Mohanpur|Rajasor|Ghongha|814120
Deoghar|Mohanpur|Rakatrohna|Thadiyara|814157
Deoghar|Mohanpur|Raksa|Rarhia|814113
Deoghar|Mohanpur|Ramanthiya|Rarhia|814113
Deoghar|Mohanpur|Rampur|Bara|N/A
Deoghar|Mohanpur|Ramsingrayjot|Chakarama|N/A
Deoghar|Mohanpur|Randhiya|Postwari|814113
Deoghar|Mohanpur|Ranga|Harkatta|814113
Deoghar|Mohanpur|Rangamodichak|Medinidih|814157
Deoghar|Mohanpur|Rarhiya|Rarhia|814113
Deoghar|Mohanpur|Ratanpur|Banka|814113
Deoghar|Mohanpur|Raturaydih|Chakarama|814113
Deoghar|Mohanpur|Rhabi|Chakarama|814157
Deoghar|Mohanpur|Rikhiyahat|Nayachitkath|814113
Deoghar|Mohanpur|Rohanpur|Rarhia|N/A
Deoghar|Mohanpur|Ropni|Jamunia|814157
Deoghar|Mohanpur|Rudarpur|Nayachitkath|814113
Deoghar|Mohanpur|Rupaidih|Harkatta|814157
Deoghar|Mohanpur|Sabharaydih|Nayachitkath|N/A
Deoghar|Mohanpur|Saharpura|Katwan|814157
Deoghar|Mohanpur|Salaiya|Rarhia|814113
Deoghar|Mohanpur|Salgati|Postwari|814113
Deoghar|Mohanpur|Saraia|Thadiyara|814113
Deoghar|Mohanpur|Saraiya|Bara|814157
Deoghar|Mohanpur|Sarasani|Sarasani|814143
Deoghar|Mohanpur|Sarsa|Bank|814120
Deoghar|Mohanpur|Satbahiri|Bara|814113
Deoghar|Mohanpur|Semarkhut|Nayachitkath|814113
Deoghar|Mohanpur|Semra|Bara|N/A
Deoghar|Mohanpur|Sibnagar|Thadiyara|814157
Deoghar|Mohanpur|Siktiya|Balthar|814157
Deoghar|Mohanpur|Silwe|Ghutiabara Ashana|814120
Deoghar|Mohanpur|Simarjor|Ghutiabara Ashana|814120
Deoghar|Mohanpur|Simrakita|Katwan|814157
Deoghar|Mohanpur|Simrapoj|Jharkhandi|814113
Deoghar|Mohanpur|Singardih|Malhara|814157
Deoghar|Mohanpur|Singhraydih|Chakarama|814157
Deoghar|Mohanpur|Sirampur|Ghutiabara Ashana|814157
Deoghar|Mohanpur|Siriya|Nayachitkath|814113
Deoghar|Mohanpur|Sirsa|Harkatta|N/A
Deoghar|Mohanpur|Sirsamantharchhit|Morne|N/A
Deoghar|Mohanpur|Sirsananthar|Tumbabel|814121
Deoghar|Mohanpur|Sirsananthar Chhit|Morne|N/A
Deoghar|Mohanpur|Sirsiya|Rarhia|N/A
Deoghar|Mohanpur|Sonbadia|Raghunathpur|814120
Deoghar|Mohanpur|Sonwan|Nayachitkath|814113
Deoghar|Mohanpur|Suardahi|Suardehi|814157
Deoghar|Mohanpur|Surangi|Bara|814113
Deoghar|Mohanpur|Suthaniya|Tarabad|814157
Deoghar|Mohanpur|Tarabad|Tarabad|814157
Deoghar|Mohanpur|Taran|Banka|814113
Deoghar|Mohanpur|Tardiha|Bara|814113
Deoghar|Mohanpur|Targachha|Ghongha|N/A
Deoghar|Mohanpur|Tasariya|Chakarama|814157
Deoghar|Mohanpur|Teliya Chak|Dahijore|814157
Deoghar|Mohanpur|Teliya Nawadih|Sarasani|814113
Deoghar|Mohanpur|Tewarikanari|Jharkhandi|814113
Deoghar|Mohanpur|Tharhi|Malhara|814113
Deoghar|Mohanpur|Tharhiara|Thadiyara|814113
Deoghar|Mohanpur|Thariara|Bichgarha|814120
Deoghar|Mohanpur|Tikait Bandh|Bara|N/A
Deoghar|Mohanpur|Tilaiya|Rarhia|814113
Deoghar|Mohanpur|Tilaiyamajhiana|Ghongha|814120
Deoghar|Mohanpur|Tilaiyatanr|Bara|N/A
Deoghar|Mohanpur|Tilauna|Bichgarha|814113
Deoghar|Mohanpur|Tilbhanga Burhiyaro|Ghutiabara Ashana|814120
Deoghar|Mohanpur|Tinghara|Katwan|814157
Deoghar|Mohanpur|Tisua|Jharkhandi|814113
Deoghar|Mohanpur|Titmo|Bhikhna|814113
Deoghar|Mohanpur|Tiurnagar|Tumbabel|814121
Deoghar|Mohanpur|Tiurnagar Chhit|Ghongha|814120
Deoghar|Mohanpur|Tiurpahar|Morne|814121
Deoghar|Mohanpur|Tulsibaran|Postwari|814157
Deoghar|Mohanpur|Tumbabel|Tumbabel|814157
Deoghar|Mohanpur|Turka|Rarhia|814113
Deoghar|Mohanpur|Udaipur|Banka|814113
Deoghar|Mohanpur|Udaipura|Bara|N/A
Deoghar|Mohanpur|Udaypur|Postwari|814113
Deoghar|Mohanpur|Udaypur Chhit|Nayachitkath|N/A
Deoghar|Mohanpur|Upar Ambakura|Sarasani|814113
Deoghar|Mohanpur|Upar Rangatanr|Sarasani|N/A
Deoghar|Mohanpur|Uparbahinga|Bichgarha|814113
Deoghar|Mohanpur|Upardih|Bara|814113
Deoghar|Mohanpur|Uparlataran|Bara|N/A
Deoghar|Palojori|Aguiya|Basbutia|814149
Deoghar|Palojori|Ajnari|Bhurkundi|814146
Deoghar|Palojori|Amba|Basbutia|814149
Deoghar|Palojori|Ambatanr|Matiyara|814146
Deoghar|Palojori|Amdangal|Jamua|N/A
Deoghar|Palojori|Amgachhi|Mahuadabar|814146
Deoghar|Palojori|Angbali|Paharudih|814149
Deoghar|Palojori|Arabani|Kunjora|814146
Deoghar|Palojori|Asanbani|Kunjora|814146
Deoghar|Palojori|Ashana|Jivnabandh|815351
Deoghar|Palojori|Asna|Paharudih|814146
Deoghar|Palojori|Asta|Dudhani|814146
Deoghar|Palojori|Astahir|Kunjora|814146
Deoghar|Palojori|Babupur|Barjori|814146
Deoghar|Palojori|Badia|Matiyara|814146
Deoghar|Palojori|Bagadaha|Bagdaha|814146
Deoghar|Palojori|Baghjori|Kunjbona|814149
Deoghar|Palojori|Baghmara|Basbutia|814149
